No;Nama;Rating;Comments;links
1;Casio General F-94WA-8DG;5;pokoknya mantap;https://www.tokopedia.com/machtwatch/casio-general-f-94wa-8dg-jam-pria-ori-bergaransi?extParam=whid%3D79902
2;Casio General F-94WA-8DG;5;Thanks to Tokopedia, Seller Machtwatch barang nya sudah sampai dengan selamat walaupun agak lambat ... untuk pihak Expedisi mohon di tingkatkan lagi kinerja & sinergitas nya biasa 4 atau 5 hari sudah sampai ini mau 10 hari baru sampai mudah mudahan kedepan lebih di tingkatkan lagi...?? ok Thanks...;https://www.tokopedia.com/machtwatch/casio-general-f-94wa-8dg-jam-pria-ori-bergaransi?extParam=whid%3D79903
3;Casio General F-94WA-8DG;5;model cakep, pengiriman cepat;https://www.tokopedia.com/machtwatch/casio-general-f-94wa-8dg-jam-pria-ori-bergaransi?extParam=whid%3D79904
4;Casio General F-94WA-8DG;5;Kereennn;https://www.tokopedia.com/machtwatch/casio-general-f-94wa-8dg-jam-pria-ori-bergaransi?extParam=whid%3D79905
5;Casio General F-94WA-8DG;5;Pengemasan rapih, dan barang bagus banget dgn harga segitu, model nya cakep bangets recomended banget sdh 2 kali beli barang bagus;https://www.tokopedia.com/machtwatch/casio-general-f-94wa-8dg-jam-pria-ori-bergaransi?extParam=whid%3D79906
6;Casio General F-94WA-8DG;5;jam nya keren, cocok deh;https://www.tokopedia.com/machtwatch/casio-general-f-94wa-8dg-jam-pria-ori-bergaransi?extParam=whid%3D79907
7;Casio General F-94WA-8DG;5;Terimakasih barang sudah sampai;https://www.tokopedia.com/machtwatch/casio-general-f-94wa-8dg-jam-pria-ori-bergaransi?extParam=whid%3D79908
8;Casio General F-94WA-8DG;5;Fast respon & informatif adminnya Barang bagus Packing aman;https://www.tokopedia.com/machtwatch/casio-general-f-94wa-8dg-jam-pria-ori-bergaransi?extParam=whid%3D79909
9;Casio General F-94WA-8DG;5;Pelayanan dan service toko sangat cepat!;https://www.tokopedia.com/machtwatch/casio-general-f-94wa-8dg-jam-pria-ori-bergaransi?extParam=whid%3D79910
10;Casio General F-94WA-8DG;5;paling mantep dah ini toko kalo urusan jam tangan;https://www.tokopedia.com/machtwatch/casio-general-f-94wa-8dg-jam-pria-ori-bergaransi?extParam=whid%3D79911
11;Casio General F-94WA-8DG;5;sesuai deskripsi dan sangat puas;https://www.tokopedia.com/machtwatch/casio-general-f-94wa-8dg-jam-pria-ori-bergaransi?extParam=whid%3D79912
12;Casio General F-94WA-8DG;5;Pasti puas belanja disini, barangnya OK, pelayanan nya juga ramah, fast respon, pengiriman cepat, packing barangnya jg sangat safety.. Good service good quality..;https://www.tokopedia.com/machtwatch/casio-general-f-94wa-8dg-jam-pria-ori-bergaransi?extParam=whid%3D79913
13;Casio General F-94WA-8DG;5;keren jam tangannya, dan original. cocok juga buat cewek.;https://www.tokopedia.com/machtwatch/casio-general-f-94wa-8dg-jam-pria-ori-bergaransi?extParam=whid%3D79914
14;Casio General F-94WA-8DG;5;Barang oke, proses cepat, packing aman. Mantappp;https://www.tokopedia.com/machtwatch/casio-general-f-94wa-8dg-jam-pria-ori-bergaransi?extParam=whid%3D79915
15;Casio General F-94WA-8DG;5;Keren diameter nya pas banget sama tangan si ganteng;https://www.tokopedia.com/machtwatch/casio-general-f-94wa-8dg-jam-pria-ori-bergaransi?extParam=whid%3D79916
16;Casio General F-94WA-8DG;5;Ok, barang dalam kondisi dan berfungsi dengan baik. Datang tepat waktu, packing bagus, responnya baik. Rekomen untuk beli kembali. Tks.;https://www.tokopedia.com/machtwatch/casio-general-f-94wa-8dg-jam-pria-ori-bergaransi?extParam=whid%3D79917
17;Casio General F-94WA-8DG;5;Alhamdulillah jam nya bagus...aku beliin buta suamiku..semoga awet dan berkah barokah...terimakasih seller tokped dan pak kurirnya semoga semua diberi kesehatan dan riski...;https://www.tokopedia.com/machtwatch/casio-general-f-94wa-8dg-jam-pria-ori-bergaransi?extParam=whid%3D79918
18;Casio General F-94WA-8DG;5;ntap;https://www.tokopedia.com/machtwatch/casio-general-f-94wa-8dg-jam-pria-ori-bergaransi?extParam=whid%3D79919
19;Casio General F-94WA-8DG;5;barang mantap pengiriman mantap;https://www.tokopedia.com/machtwatch/casio-general-f-94wa-8dg-jam-pria-ori-bergaransi?extParam=whid%3D79920
20;Casio General F-94WA-8DG;5;mantab nih sesuai deskripsi. kualitas ori dan bergaransi;https://www.tokopedia.com/machtwatch/casio-general-f-94wa-8dg-jam-pria-ori-bergaransi?extParam=whid%3D79921
21;Casio General AE-1000W-1AVDF;5;makasii jam nya udh keterima dan berfungsi dgn baik, ori casio;https://www.tokopedia.com/gshockoriginal/promo-jam-tangan-casio-general-ae-1000w-1avdf-original-murah?extParam=ivf%3Dfalse%26src%3Dsearch&refined=true
22;Casio General AE-1000W-1AVDF;5;keren dan apik. pas;https://www.tokopedia.com/gshockoriginal/promo-jam-tangan-casio-general-ae-1000w-1avdf-original-murah?extParam=ivf%3Dfalse%26src%3Dsearch&refined=true
23;Casio General AE-1000W-1AVDF;5;terimakasih barang sudah saya terima, belum dipakai sih, semoga awet;https://www.tokopedia.com/gshockoriginal/promo-jam-tangan-casio-general-ae-1000w-1avdf-original-murah?extParam=ivf%3Dfalse%26src%3Dsearch&refined=true
24;Casio General AE-1000W-1AVDF;5;pengirimannya cepat barangnya sesuai gambar semuanya ok;https://www.tokopedia.com/gshockoriginal/promo-jam-tangan-casio-general-ae-1000w-1avdf-original-murah?extParam=ivf%3Dfalse%26src%3Dsearch&refined=true
25;Casio General AE-1000W-1AVDF;5;model keren, pas ditangan, barang berfungsi dengan baik.datang tepat waktu;https://www.tokopedia.com/gshockoriginal/promo-jam-tangan-casio-general-ae-1000w-1avdf-original-murah?extParam=ivf%3Dfalse%26src%3Dsearch&refined=true
26;Casio General AE-1000W-1AVDF;5;Pesanan sesuai deskripsi. Barang bagus, semoga awet. Terimakasih !;https://www.tokopedia.com/gshockoriginal/promo-jam-tangan-casio-general-ae-1000w-1avdf-original-murah?extParam=ivf%3Dfalse%26src%3Dsearch&refined=true
27;Casio General AE-1000W-1AVDF;5;bagus;https://www.tokopedia.com/gshockoriginal/promo-jam-tangan-casio-general-ae-1000w-1avdf-original-murah?extParam=ivf%3Dfalse%26src%3Dsearch&refined=true
28;Casio General AE-1000W-1AVDF;5;barang sudah sampai dengan aman, moga awet, makasih ya, moga makin laris manis dagangannya;https://www.tokopedia.com/gshockoriginal/promo-jam-tangan-casio-general-ae-1000w-1avdf-original-murah?extParam=ivf%3Dfalse%26src%3Dsearch&refined=true
29;Casio General AE-1000W-1AVDF;5;Pengiriman cepat. Barang original dan bergaransi.;https://www.tokopedia.com/gshockoriginal/promo-jam-tangan-casio-general-ae-1000w-1avdf-original-murah?extParam=ivf%3Dfalse%26src%3Dsearch&refined=true
30;Casio General AE-1000W-1AVDF;5;bagusss…;https://www.tokopedia.com/gshockoriginal/promo-jam-tangan-casio-general-ae-1000w-1avdf-original-murah?extParam=ivf%3Dfalse%26src%3Dsearch&refined=true
31;Casio Edifice EF 556 ;5;keren !!! jam nya berat dan detail , mantap dipakai .;https://www.tokopedia.com/adventurez/jam-tangan-pria-merk-casio-edifice-ef-556-original-bm-free-jne-yes?extParam=ivf%3Dfalse&src=topads
32;Casio Edifice EF 556 ;5;Barang datang sesuai pesanan dan foto, serta proses delivery nya cepat;https://www.tokopedia.com/adventurez/jam-tangan-pria-merk-casio-edifice-ef-556-original-bm-free-jne-yes?extParam=ivf%3Dfalse&src=topads
33;Casio Edifice EF 556 ;5;model bagus dan sesuai dengan kantong;https://www.tokopedia.com/adventurez/jam-tangan-pria-merk-casio-edifice-ef-556-original-bm-free-jne-yes?extParam=ivf%3Dfalse&src=topads
34;Casio Edifice EF 556 ;5;model keren, order kedua kalinya;https://www.tokopedia.com/adventurez/jam-tangan-pria-merk-casio-edifice-ef-556-original-bm-free-jne-yes?extParam=ivf%3Dfalse&src=topads
35;Casio Edifice EF 556 ;5;bagus, sesuai dengan gambar;https://www.tokopedia.com/adventurez/jam-tangan-pria-merk-casio-edifice-ef-556-original-bm-free-jne-yes?extParam=ivf%3Dfalse&src=topads
36;Casio Edifice EF 556 ;5;terimakasih;https://www.tokopedia.com/adventurez/jam-tangan-pria-merk-casio-edifice-ef-556-original-bm-free-jne-yes?extParam=ivf%3Dfalse&src=topads
37;Casio Edifice EF 556 ;5;Barang pesanan sudah sampai...makasih;https://www.tokopedia.com/adventurez/jam-tangan-pria-merk-casio-edifice-ef-556-original-bm-free-jne-yes?extParam=ivf%3Dfalse&src=topads
38;Casio Edifice EF 556 ;5;cepet sampainya;https://www.tokopedia.com/adventurez/jam-tangan-pria-merk-casio-edifice-ef-556-original-bm-free-jne-yes?extParam=ivf%3Dfalse&src=topads
39;Casio Edifice EF 556 ;5;thanks orang nya seneng;https://www.tokopedia.com/adventurez/jam-tangan-pria-merk-casio-edifice-ef-556-original-bm-free-jne-yes?extParam=ivf%3Dfalse&src=topads
40;Casio Edifice EF 556 ;5;Proses cpt, brg aman dan oke. Thanks buat bonusnya jg…sukses selalu.;https://www.tokopedia.com/adventurez/jam-tangan-pria-merk-casio-edifice-ef-556-original-bm-free-jne-yes?extParam=ivf%3Dfalse&src=topads
41;Casio General MW-240-1E2VDF Original ;4;mantap cuma karetnya agak kaku;https://www.tokopedia.com/gshockoriginal/jam-tangan-casio-general-mw-240-1e2vdf-original-murah-5bdb?extParam=ivf%3Dfalse%26src%3Dsearch&refined=true
42;Casio General MW-240-1E2VDF Original ;4;Transaksi rabu siang, barang nyampe BSD kamis sore  Packing bubble wrap  Jam berfungsi normal  model keren gak kek jam 200rb  Sayang diameter gk sesuai deskripsi la...;https://www.tokopedia.com/gshockoriginal/jam-tangan-casio-general-mw-240-1e2vdf-original-murah-5bdb?extParam=ivf%3Dfalse%26src%3Dsearch&refined=true
43;Casio General MW-240-1E2VDF Original ;4;sesuai harapan ,,makasih;https://www.tokopedia.com/gshockoriginal/jam-tangan-casio-general-mw-240-1e2vdf-original-murah-5bdb?extParam=ivf%3Dfalse%26src%3Dsearch&refined=true
44;Casio General MW-240-1E2VDF Original ;4;barang lumayan lah untuk merk casio harga segitu..fast respon seller;https://www.tokopedia.com/gshockoriginal/jam-tangan-casio-general-mw-240-1e2vdf-original-murah-5bdb?extParam=ivf%3Dfalse%26src%3Dsearch&refined=true
45;Casio General MW-240-1E2VDF Original ;4;barangnya bagus sih, tapi gara gara beli box kaleng jadi gadikasih box kardus birunya :(;https://www.tokopedia.com/gshockoriginal/jam-tangan-casio-general-mw-240-1e2vdf-original-murah-5bdb?extParam=ivf%3Dfalse%26src%3Dsearch&refined=true
46;Casio General MW-240-1E2VDF Original ;4;Stok lama keliatannya jadi udah ga seger, tapi ori.;https://www.tokopedia.com/gshockoriginal/jam-tangan-casio-general-mw-240-1e2vdf-original-murah-5bdb?extParam=ivf%3Dfalse%26src%3Dsearch&refined=true
47;Casio General MW-240-1E2VDF Original ;4;Sesuai harga;https://www.tokopedia.com/gshockoriginal/jam-tangan-casio-general-mw-240-1e2vdf-original-murah-5bdb?extParam=ivf%3Dfalse%26src%3Dsearch&refined=true
48;Casio General MW-240-1E2VDF Original ;4;Pengiriman cepat... barang bagus.. recomended banget…;https://www.tokopedia.com/gshockoriginal/jam-tangan-casio-general-mw-240-1e2vdf-original-murah-5bdb?extParam=ivf%3Dfalse%26src%3Dsearch&refined=true
49;Casio General MW-240-1E2VDF Original ;4;Semoga awet;https://www.tokopedia.com/gshockoriginal/jam-tangan-casio-general-mw-240-1e2vdf-original-murah-5bdb?extParam=ivf%3Dfalse%26src%3Dsearch&refined=true
50;Casio General MW-240-1E2VDF Original ;4;bagus sih, smg kena air ga mati sesuai deskripsi;https://www.tokopedia.com/gshockoriginal/jam-tangan-casio-general-mw-240-1e2vdf-original-murah-5bdb?extParam=ivf%3Dfalse%26src%3Dsearch&refined=true
51;Casio General AE-1000W-1AVDF;4;overall mantul lah... tp tinta stampelnya pake yg permanen donk.. talinya kok kaku ya,, plastik atau karet..???;https://www.tokopedia.com/gshockoriginal/promo-jam-tangan-casio-general-ae-1000w-1avdf-original-murah?extParam=ivf%3Dfalse%26src%3Dsearch&refined=true 
52;Casio General AE-1000W-1AVDF;4;jamnya bagus, barangnya aman, cuma kurang sip sama jasa pengirimannya tidak mengantarkan sampai ke lokasi;https://www.tokopedia.com/gshockoriginal/promo-jam-tangan-casio-general-ae-1000w-1avdf-original-murah?extParam=ivf%3Dfalse%26src%3Dsearch&refined=true 
53;Casio General AE-1000W-1AVDF;4;Ukurannya cocok untuk anak2;https://www.tokopedia.com/gshockoriginal/promo-jam-tangan-casio-general-ae-1000w-1avdf-original-murah?extParam=ivf%3Dfalse%26src%3Dsearch&refined=true 
54;Casio General AE-1000W-1AVDF;4;Cepat dan sesuai ekspetasi;https://www.tokopedia.com/gshockoriginal/promo-jam-tangan-casio-general-ae-1000w-1avdf-original-murah?extParam=ivf%3Dfalse%26src%3Dsearch&refined=true 
55;Casio General AE-1000W-1AVDF;4;berfungsi dengan baik.;https://www.tokopedia.com/gshockoriginal/promo-jam-tangan-casio-general-ae-1000w-1avdf-original-murah?extParam=ivf%3Dfalse%26src%3Dsearch&refined=true 
56;Casio General AE-1000W-1AVDF;4;buatan China;https://www.tokopedia.com/gshockoriginal/promo-jam-tangan-casio-general-ae-1000w-1avdf-original-murah?extParam=ivf%3Dfalse%26src%3Dsearch&refined=true 
57;Casio Edifice EF 556 ;4;Barang bagus, tapi kaget aja pengiriman dari surabaya;https://www.tokopedia.com/adventurez/jam-tangan-pria-merk-casio-edifice-ef-556-original-bm-free-jne-yes?extParam=ivf%3Dfalse&src=topads
58;Casio Edifice EF 556 ;4;jamnya lumayan bagus. pengiriman ya oke lah.. lumayan berat jg jam tangannya dan pas di pake kebesaran…;https://www.tokopedia.com/adventurez/jam-tangan-pria-merk-casio-edifice-ef-556-original-bm-free-jne-yes?extParam=ivf%3Dfalse&src=topads
59;Casio Edifice EF 556 ;4;bagus barangnya tetapi pengiriman 1 day di ganti 5 hari;https://www.tokopedia.com/adventurez/jam-tangan-pria-merk-casio-edifice-ef-556-original-bm-free-jne-yes?extParam=ivf%3Dfalse&src=topads
60;Casio Edifice EF 556 ;4;Barang bagus, sesuai deskripsi. Hanya pengirimannya agak lama. Dr surabaya soalnya.;https://www.tokopedia.com/adventurez/jam-tangan-pria-merk-casio-edifice-ef-556-original-bm-free-jne-yes?extParam=ivf%3Dfalse&src=topads
61;Casio Edifice EF 556 ;4;Puas walaupun ada kendala sedikit;https://www.tokopedia.com/adventurez/jam-tangan-pria-merk-casio-edifice-ef-556-original-bm-free-jne-yes?extParam=ivf%3Dfalse&src=topads
62;Casio Edifice EF 556 ;4;Barang ny lumayan pelayanan ny bagus;https://www.tokopedia.com/adventurez/jam-tangan-pria-merk-casio-edifice-ef-556-original-bm-free-jne-yes?extParam=ivf%3Dfalse&src=topads
63;Casio Edifice EF 556 ;4;Barang lumayan dan packing aman banget;https://www.tokopedia.com/adventurez/jam-tangan-pria-merk-casio-edifice-ef-556-original-bm-free-jne-yes?extParam=ivf%3Dfalse&src=topads
64;Casio Edifice EF 556 ;4;Lumayan bagus....sesuai foto produk;https://www.tokopedia.com/adventurez/jam-tangan-pria-merk-casio-edifice-ef-556-original-bm-free-jne-yes?extParam=ivf%3Dfalse&src=topads
65;FOSSIL FS5437 FS 5448;4;barang sesuai pesanan;https://www.tokopedia.com/sumisaenwatchstore/jam-tangan-pria-fossil-fs5437-fs-5437-original?extParam=ivf%3Dfalse%26src%3Dsearch
66;FOSSIL FS5437 FS 5449;4;baramg mendarat dengan aman..kak thanks;https://www.tokopedia.com/sumisaenwatchstore/jam-tangan-pria-fossil-fs5437-fs-5437-original?extParam=ivf%3Dfalse%26src%3Dsearch
67;FOSSIL FS5437 FS 5450;4;respon cepat, pengiriman cepat;https://www.tokopedia.com/sumisaenwatchstore/jam-tangan-pria-fossil-fs5437-fs-5437-original?extParam=ivf%3Dfalse%26src%3Dsearch
68;FOSSIL FS5437 FS 5451;4;yalumayan aja ya;https://www.tokopedia.com/sumisaenwatchstore/jam-tangan-pria-fossil-fs5437-fs-5437-original?extParam=ivf%3Dfalse%26src%3Dsearch
69;FOSSIL FS5437 FS 5452;4;saya puas;https://www.tokopedia.com/sumisaenwatchstore/jam-tangan-pria-fossil-fs5437-fs-5437-original?extParam=ivf%3Dfalse%26src%3Dsearch
70;FOSSIL FS5437 FS 5453;4;sanagat puas barang sesuai pesann respon cepat n tepat waktu;https://www.tokopedia.com/sumisaenwatchstore/jam-tangan-pria-fossil-fs5437-fs-5437-original?extParam=ivf%3Dfalse%26src%3Dsearch
71;CASIO MTP-V004L-7AUDF;4;lumanyan lah jamnya. hanya kurang tau apakah bisa bertahan atau tidak;https://www.tokopedia.com/liga-arloji/casio-mtp-v004l-7audf-jam-tangan-pria-tali-kulit-mtpv004l?extParam=ivf%3Dfalse%26src%3Dsearch
72;CASIO MTP-V004L-7AUDF;4;god;https://www.tokopedia.com/liga-arloji/casio-mtp-v004l-7audf-jam-tangan-pria-tali-kulit-mtpv004l?extParam=ivf%3Dfalse%26src%3Dsearch
73;CASIO MTP-V004L-7AUDF;4;Jam nya bagus desain simple, cuman bhat kulitas strap nya kurang bagus agak keras;https://www.tokopedia.com/liga-arloji/casio-mtp-v004l-7audf-jam-tangan-pria-tali-kulit-mtpv004l?extParam=ivf%3Dfalse%26src%3Dsearch
74;CASIO MTP-V004L-7AUDF;4;barangnya asik, bagus dan betul water resistant. Ada sedikit kendala tanggal gak sesuai jadi perlu atur manual. Dan agak bingung juga buat ganti strap nya;https://www.tokopedia.com/liga-arloji/casio-mtp-v004l-7audf-jam-tangan-pria-tali-kulit-mtpv004l?extParam=ivf%3Dfalse%26src%3Dsearch
75;CASIO F-91WM-3ADF;4;Sesuai deskripsi Dan respon seller sep;https://www.tokopedia.com/liga-arloji/casio-f-91wm-3adf-jam-tangan-unisex-pria-wanita-f91w-f91wm-f-91wm-3a?extParam=ivf%3Dfalse%26src%3Dsearch
76;Roodolph Watch Erudite All Black (40mm);4;Jam nya oke sesuai dengan harganya, semoga ga gampang lecet warnanya. Tampilan oke juga, cocok buat dipake jalan jalan tapi ga cocok dipake di malam hari karena bukan jam digital. Overall 8/10;https://www.tokopedia.com/roodolphwatch/jam-tangan-pria-roodolph-watch-erudite-all-black-40mm?extParam=ivf%3Dfalse%26src%3Dsearch
77;Roodolph Watch Erudite All Black (40mm);4;PO nya agak lama, but overall jam nya bagusss;https://www.tokopedia.com/roodolphwatch/jam-tangan-pria-roodolph-watch-erudite-all-black-40mm?extParam=ivf%3Dfalse%26src%3Dsearch
78;Roodolph Watch Erudite All Black (40mm);4;Bagus keren, cuman harganya cepet naik hehe;https://www.tokopedia.com/roodolphwatch/jam-tangan-pria-roodolph-watch-erudite-all-black-40mm?extParam=ivf%3Dfalse%26src%3Dsearch
79;Roodolph Watch Erudite All Black (40mm);4;barangnya bagus, hanya saja kurir yang mengantarkan tidak sopan, meninggalkan barang di atas pintu tempat yang salah dan tidak memberikan kabar lewat telpon atau chat, untung saja saya cek resinya diluar tokopedia dan melihat keterangan, kalau tidak mungkin barang tidak akan sampai ke tangan saya, terimakasih;https://www.tokopedia.com/roodolphwatch/jam-tangan-pria-roodolph-watch-erudite-all-black-40mm?extParam=ivf%3Dfalse%26src%3Dsearch
80;Roodolph Watch Erudite All Black (40mm);4;Jam mantap kaliiii,;https://www.tokopedia.com/roodolphwatch/jam-tangan-pria-roodolph-watch-erudite-all-black-40mm?extParam=ivf%3Dfalse%26src%3Dsearch
81;Casio General MW-240-1E2VDF Original ;3;pilih Next day tapi sampe 2 hari ;https://www.tokopedia.com/gshockoriginal/jam-tangan-casio-general-mw-240-1e2vdf-original-murah-5bdb?extParam=ivf%3Dfalse%26src%3Dsearch&refined=true
82;Casio General MW-240-1E2VDF Original ;3;kemasan rusak;https://www.tokopedia.com/gshockoriginal/jam-tangan-casio-general-mw-240-1e2vdf-original-murah-5bdb?extParam=ivf%3Dfalse%26src%3Dsearch&refined=true
83;Casio General MW-240-1E2VDF Original ;3;Overall barang bagus , sesuai foto & deskripsi. Tp pelayanannya buruk. Saya menggunakan kurir 1 hari , dengan harapan sampai pada hari selanjutnya. nyatanya barang dikirim 8 hari kemudian. Apa gunanya paket kurir 1 hari. Dichat juga balasnya sangat simple. Jujur saya sangat kecewa dengan pelayanan nya. Saya memberikan penilaian ini secara fair , atas pelayanan yg saya alami.;https://www.tokopedia.com/gshockoriginal/jam-tangan-casio-general-mw-240-1e2vdf-original-murah-5bdb?extParam=ivf%3Dfalse%26src%3Dsearch&refined=true
